Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord,xyStatus,crimeCat
16-000879,2016-01,01/06/2016 12:37,Y,NA,NA,1,NA,182130,6,DRUGS-POSSESSION/HEROIN,6327,SALOMA AVE,76,NA,NA,NA,NA,887349.3,1044336,FALSE,18
16-000871,2016-01,01/06/2016 12:40,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3451,S GRAND BLVD,15,NA,NA,3451,GRAND,893402.3,1005449,FALSE,14
16-000873,2016-01,01/06/2016 12:41,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5470,GRAVOIS AVE,5,NA,NA,5470,GRAVOIS,885524.1,999311.4,FALSE,14
16-000874,2016-01,01/06/2016 12:42,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5471,GRAVOIS AVE,5,NA,NA,5471,GRAVOIS,885427.9,999474.8,FALSE,14
16-000902,2016-01,01/06/2016 12:45,Y,NA,NA,1,NA,151130,5,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4949,BARNES JEWISH HOSPITAL PLZ,38,BARNES JEWISH HOSPITAL,@BARNES JEWISH HOSPITAL,4949,NA,887396.8,1020150,FALSE,15
16-000876,2016-01,01/06/2016 12:50,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3657,GRAVOIS AVE,15,NA,NA,3657,GRAVOIS,892769,1004598,FALSE,14
16-000886,2016-01,01/06/2016 13:19,Y,NA,NA,1,NA,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,4151,HUMPHREY ST,15,NA,TWO FAMILY RESIDENCE,4151,HUMPHREY,889479.7,1007310,FALSE,18
16-000964,2016-01,01/06/2016 14:03,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,225,N EUCLID AVE,38,NA,PARKING LOT,225,EUCLID,888221.8,1023504,FALSE,14
16-000920,2016-01,01/06/2016 14:15,Y,NA,NA,1,NA,182130,4,DRUGS-POSSESSION/HEROIN,1915,OLIVE ST,36,NA,NA,1915,OLIVE,903703.7,1019090,FALSE,18
16-000911,2016-01,01/06/2016 14:28,Y,NA,NA,1,NA,182130,3,DRUGS-POSSESSION/HEROIN,1655,S JEFFERSON AVE,31,PHILLIP 66,NA,NA,NA,899820.8,1012917,FALSE,18
16-000910,2016-01,01/06/2016 14:51,Y,NA,NA,1,NA,182400,4,DRUGS-POSSESSION/MARIJUANA,2119,BREMEN AVE,65,NA,NA,2119,BREMEN,904190,1029989,FALSE,18
16-000925,2016-01,01/06/2016 16:00,Y,NA,NA,1,NA,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3703,OHIO AVE,19,NA,GRN BMW 2 WF 1 WM,3703,OHIO,897606.2,1003065,FALSE,18
16-000942,2016-01,01/06/2016 17:25,Y,NA,NA,1,NA,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4453,LEXINGTON AVE,56,NA,REAR,NA,NA,894810.1,1032797,FALSE,13
16-001011,2016-01,01/06/2016 18:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3836,SHENANDOAH AVE,27,NA,NA,3836,SHENANDOAH,893098.4,1010959,FALSE,14
16-001099,2016-01,01/06/2016 19:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3823,SHENANDOAH AVE,27,NA,NA,3823,SHENANDOAH,893266.4,1011121,FALSE,14
16-000966,2016-01,01/06/2016 19:30,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1523,OFALLON ST,61,PRESERVATION SQUARE HOUSING COMPLEX,NA,1523,OFALLON,906561.6,1022276,FALSE,14
16-000953,2016-01,01/06/2016 19:40,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S GRAND BLVD / WALSH ST,1,NA,NA,6210,EICHELBERGER,891218.1,997092.9,FALSE,14
16-000951,2016-01,01/06/2016 19:52,Y,NA,NA,1,NA,182250,5,DRUGS-POSSESSION/COCAINE,0,GOODFELLOW BLVD / WELLS AVE,78,NA,NA,NA,NA,882946.8,1033140,FALSE,18
16-001006,2016-01,01/06/2016 20:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2700,MISSOURI AVE,22,NA,NA,2700,MISSOURI,900147,1008631,FALSE,14
16-000959,2016-01,01/06/2016 20:45,Y,NA,NA,1,NA,250000,2,LOITERING-BEGGING,3202,S KINGSHIGHWAY BLVD,15,NA,@HOME DEPOT,3202,KINGSHIGHWAY,886045.3,1008369,FALSE,25
16-001106,2016-01,01/06/2016 22:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3825,CALIFORNIA AVE,16,NA,NA,3825,CALIFORNIA,896820.4,1002311,FALSE,14
16-000971,2016-01,01/06/2016 22:50,Y,NA,NA,1,NA,182400,6,DRUGS-POSSESSION/MARIJUANA,5420,N EUCLID AVE,71,NA,NA,5422,EUCLID,895463.7,1039574,FALSE,18
16-000995,2016-01,01/06/2016 23:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3800,CALIFORNIA AVE,16,NA,NA,3848,CALIFORNIA,897056,1002682,FALSE,14
16-001029,2016-01,01/06/2016 23:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1420,WARREN ST,63,NA,NA,1420,WARREN,906575.6,1025399,FALSE,14
16-000972,2016-01,01/06/2016 23:10,Y,NA,NA,1,NA,182260,2,DRUGS-POSSESSION/METHAMPHETAMINE,6101,SOUTHWEST AVE,11,NA,NA,6101,SOUTHWEST,879960.9,1011447,FALSE,18
16-000978,2016-01,01/07/2016 01:17,Y,NA,NA,1,NA,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",700,N TUCKER BLVD,35,NA,NA,NA,NA,907140.5,1019238,FALSE,13
16-000997,2016-01,01/07/2016 03:30,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,205,E DAVIS ST,2,POGUE SCREEN @ LABEL,NA,205,DAVIS,888524.9,986414.7,FALSE,14
16-001045,2016-01,01/07/2016 12:23,Y,NA,NA,1,NA,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG,4523,MARGARETTA AVE,69,NA,NA,4523,MARGARETTA,894912.2,1034292,FALSE,18
16-001053,2016-01,01/07/2016 12:25,Y,NA,NA,1,NA,182130,2,DRUGS-POSSESSION/HEROIN,3815,MAGNOLIA AVE,27,NA,NA,3815,MAGNOLIA,893093.8,1010375,FALSE,18
16-001051,2016-01,01/07/2016 13:00,Y,NA,NA,1,NA,183400,5,DRUGS-SALE/MARIJUANA,5849,ROOSEVELT PL,50,NA,NA,5849,ROOSEVELT,884097.7,1036525,FALSE,18
16-001058,2016-01,01/07/2016 13:09,Y,NA,NA,1,NA,151110,3,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3523,SIDNEY ST,25,NA,NA,NA,NA,894588.3,1010388,FALSE,15
16-001061,2016-01,01/07/2016 13:15,Y,NA,NA,1,NA,182130,1,DRUGS-POSSESSION/HEROIN,4559,MORGANFORD RD,5,NA,NA,4559,MORGANFORD,887038.6,1002035,FALSE,18
16-001062,2016-01,01/07/2016 13:15,Y,NA,NA,1,NA,182400,6,DRUGS-POSSESSION/MARIJUANA,3817,SHERMAN PL,67,NA,NA,NA,NA,900591.6,1032022,FALSE,18
16-001060,2016-01,01/07/2016 13:27,Y,NA,NA,1,NA,182130,6,DRUGS-POSSESSION/HEROIN,4813,N 20TH ST,66,NA,NA,4813,20TH,902860.4,1033774,FALSE,18
16-001256,2016-01,01/07/2016 14:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1400,N BROADWAY,64,HIBBON HARDWOOD,NA,1400,BROADWAY,910032.7,1021401,FALSE,14
16-001071,2016-01,01/07/2016 14:53,Y,NA,NA,1,NA,182250,6,DRUGS-POSSESSION/COCAINE,4030,N TAYLOR AVE,69,NA,NA,4030,TAYLOR,895075.6,1034505,FALSE,18
16-001095,2016-01,01/07/2016 15:17,Y,NA,NA,1,NA,182130,4,DRUGS-POSSESSION/HEROIN,200,S TUCKER BLVD,35,CITY JUSTICE CENTER,NA,200,TUCKER,906343.9,1016785,FALSE,18
16-001086,2016-01,01/07/2016 15:30,Y,NA,NA,1,NA,151110,2,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4925,SOUTHWEST AVE,12,NA,@WALGREENS - 4925 SOUTHWEST,4925,SOUTHWEST,886273.4,1012086,FALSE,15
16-001192,2016-01,01/07/2016 15:30,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6129,W PARK AVE,41,NA,NA,NA,NA,880915.1,1017013,FALSE,14
16-001096,2016-01,01/07/2016 16:18,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1517,ARLINGTON AVE,50,NA,FIRST FLOOR APARTMENT,1517,ARLINGTON,885685.1,1032168,FALSE,14
16-001102,2016-01,01/07/2016 17:11,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2701,ARLINGTON AVE,50,NA,NA,NA,NA,886671.9,1033928,FALSE,14
16-001118,2016-01,01/07/2016 17:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1321,S 11TH ST,34,KINGDOM HOUSE,NA,1321,11TH,905113.1,1013025,FALSE,14
16-001123,2016-01,01/07/2016 17:55,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2826,WYOMING ST,30,NA,NA,2826,WYOMING,897286.4,1006445,FALSE,14
16-001131,2016-01,01/07/2016 18:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2905,GASCONADE ST,16,NA,NA,2905,GASCONADE,896412.5,1000752,FALSE,14
16-001132,2016-01,01/07/2016 19:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2758,ARMAND PL,24,NA,UPSTAIRS,2758,ARMAND,898287.1,1010622,FALSE,14
16-001149,2016-01,01/07/2016 22:20,Y,NA,NA,1,NA,182130,4,DRUGS-POSSESSION/HEROIN,1121,HADLEY ST,62,NA,NA,1100,HADLEY,907500.8,1020826,FALSE,18
16-001147,2016-01,01/07/2016 22:31,Y,NA,NA,1,NA,182250,5,DRUGS-POSSESSION/COCAINE,1514,HAMILTON AVE,50,NA,NA,1514,HAMILTON,882448.2,1034367,FALSE,18
16-001162,2016-01,01/07/2016 23:15,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1442,CASS AVE,61,PRESERVATION SQUARE COMPLEX,PRESERVATION SQUARE COMPLEX,1442,CASS,906523.9,1021998,FALSE,14
16-001170,2016-01,01/08/2016 00:10,Y,NA,NA,1,NA,182130,4,DRUGS-POSSESSION/HEROIN,101,N BROADWAY,35,NA,NA,101,BROADWAY,908732.9,1017197,FALSE,18
16-001174,2016-01,01/08/2016 01:36,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1114,LUCAS AVE,35,NA,NA,1114,LUCAS,907416.8,1019101,FALSE,14
16-001214,2016-01,01/08/2016 08:00,Y,NA,NA,1,NA,182250,5,DRUGS-POSSESSION/COCAINE,5237,CATES AVE,51,NA,NA,5237,CATES,885459.3,1027889,FALSE,18
16-001205,2016-01,01/08/2016 09:22,Y,NA,NA,1,NA,250000,2,LOITERING-BEGGING,1755,S GRAND BLVD,27,NA,@CARE UNIT HOSPITAL,NA,NA,894360.4,1013140,FALSE,25
16-001222,2016-01,01/08/2016 10:08,Y,NA,NA,1,NA,182250,3,DRUGS-POSSESSION/COCAINE,2607,GRAVOIS AVE,24,7-11,NA,2607,GRAVOIS,899242.4,1009280,FALSE,18
16-001225,2016-01,01/08/2016 10:20,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4736,VIRGINIA AVE,16,DISCOUNT GROCERY STORE,PARKING LOT,4736,VIRGINIA,893386.9,996686,FALSE,14
16-001235,2016-01,01/08/2016 10:35,Y,NA,NA,1,NA,182250,6,DRUGS-POSSESSION/COCAINE,8217,CHURCH RD,74,NA,NA,8215,CHURCH,896456.7,1048124,FALSE,18
16-001227,2016-01,01/08/2016 10:56,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5419,CHIPPEWA ST,14,NA,NA,5419,CHIPPEWA,881941.3,1004702,FALSE,14
16-001261,2016-01,01/08/2016 14:00,Y,NA,NA,1,NA,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5339,NORTHLAND AVE,50,NA,NA,5339,NORTHLAND,887318.3,1033672,FALSE,13
16-001351,2016-01,01/08/2016 14:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,621,OLIVE ST,35,NA,NA,1148,CANAAN,908728.6,1017711,FALSE,14
16-001259,2016-01,01/08/2016 14:25,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,1122,WASHINGTON AVE,35,NA,NA,NA,NA,907067.3,1018844,FALSE,25
16-001268,2016-01,01/08/2016 14:45,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1831,S 7TH ST,21,SUBWAY,NA,1831,7TH,905274.6,1010406,FALSE,14
16-001262,2016-01,01/08/2016 14:48,Y,NA,NA,1,NA,182400,5,DRUGS-POSSESSION/MARIJUANA,5326,NORTHLAND AVE,50,NA,NA,5326,NORTHLAND,887313.9,1033461,FALSE,18
16-001651,2016-01,01/08/2016 15:30,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,E CARTER AVE / FAIR AVE,68,NA,NA,NA,NA,899083.5,1034277,FALSE,14
16-001277,2016-01,01/08/2016 15:44,Y,NA,NA,1,NA,182130,1,DRUGS-POSSESSION/HEROIN,4713,VIRGINIA AVE,16,NA,NA,4713,VIRGINIA,893340.3,996967.3,FALSE,18
16-001300,2016-01,01/08/2016 16:47,Y,NA,NA,1,NA,182400,1,DRUGS-POSSESSION/MARIJUANA,4610,CHIPPEWA ST,5,NA,NA,NA,NA,885747.1,1003901,FALSE,18
16-001308,2016-01,01/08/2016 18:00,Y,NA,NA,1,NA,182400,4,DRUGS-POSSESSION/MARIJUANA,200,S TUCKER BLVD,35,NA,@JUSTICE CENTER,200,TUCKER,906343.9,1016785,FALSE,18
16-001299,2016-01,01/08/2016 18:15,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,1117,WASHINGTON AVE,35,NA,NA,1117,WASHINGTON,907173.4,1019045,FALSE,25
16-001306,2016-01,01/08/2016 18:23,Y,NA,NA,1,NA,182400,4,DRUGS-POSSESSION/MARIJUANA,200,S TUCKER BLVD,35,JUSTICE CENTER,NA,NA,NA,906343.9,1016785,FALSE,18
16-001461,2016-01,01/08/2016 19:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6152,WATERMAN BLVD,46,NA,APT 304,6152,WATERMAN,877665,1025749,FALSE,14
16-001312,2016-01,01/08/2016 19:37,Y,NA,NA,1,NA,182250,4,DRUGS-POSSESSION/COCAINE,0,S BROADWAY / CLARK AVE,35,NA,NA,NA,NA,908504.1,1015938,FALSE,18
16-001321,2016-01,01/08/2016 20:16,Y,NA,NA,1,NA,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,N BROADWAY / FLORIDA ST,64,NA,NA,NA,NA,909929.3,1022126,FALSE,18
16-001313,2016-01,01/08/2016 20:30,Y,NA,NA,1,NA,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4034,LABADIE AVE,56,NA,NA,4034,LABADIE,897535.1,1029447,FALSE,13
16-001356,2016-01,01/08/2016 21:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4134,NEBRASKA AVE,16,NA,STREET,4134,NEBRASKA,896026.4,1000339,FALSE,14
16-001327,2016-01,01/08/2016 21:26,Y,NA,NA,1,NA,151130,4,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,2900,MAGAZINE ST,59,NA,NA,2900,MAGAZINE,900688.4,1025008,FALSE,15
16-001425,2016-01,01/08/2016 23:00,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4653,MICHIGAN AVE,17,NA,NA,4653,MICHIGAN,894304.4,997063.6,FALSE,14
16-001347,2016-01,01/08/2016 23:42,Y,NA,NA,1,NA,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",8630,JORDAN ST,74,NA,NA,NA,NA,897072.9,1051240,FALSE,13
16-001360,2016-01,01/08/2016 23:53,Y,NA,NA,1,NA,182130,4,DRUGS-POSSESSION/HEROIN,1122,WASHINGTON AVE,35,NA,NA,NA,NA,907067.3,1018844,FALSE,18
16-001389,2016-01,01/09/2016 00:15,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2038,ANN AVE,23,NA,NA,2038,ANN,901129.1,1010489,FALSE,14
16-001398,2016-01,01/09/2016 00:45,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3419,NEBRASKA AVE,19,NA,NA,3419,NEBRASKA,896589.3,1005059,FALSE,14
16-001367,2016-01,01/09/2016 02:10,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8538,N BROADWAY,74,NA,NA,8538,BROADWAY,897551.8,1050474,FALSE,14
16-001370,2016-01,01/09/2016 02:40,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4112,LABADIE AVE,56,NA,NA,4112,LABADIE,896923.9,1029669,FALSE,14
16-001375,2016-01,01/09/2016 06:05,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4455,MINNESOTA AVE,17,NA,NA,4455,MINNESOTA,894847.5,998332,FALSE,14
16-001586,2016-01,01/09/2016 15:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2048,E GANO AVE,66,NA,NA,2048,GANO,902657.1,1033740,FALSE,14
16-001427,2016-01,01/09/2016 15:10,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2658,ARLINGTON AVE,50,NA,NA,2658,ARLINGTON,886706.3,1033791,FALSE,14
16-001442,2016-01,01/09/2016 16:24,Y,NA,NA,1,NA,182130,1,DRUGS-POSSESSION/HEROIN,698,LOUGHBOROUGH AVE,1,NA,NA,NA,NA,889518.1,991369.4,FALSE,18
16-001476,2016-01,01/09/2016 20:40,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8538,N BROADWAY,74,NA,NA,8538,BROADWAY,897551.8,1050474,FALSE,14
16-001522,2016-01,01/09/2016 21:45,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4118,RUSSELL BLVD,27,NA,NA,4118,RUSSELL,891281,1012709,FALSE,14
16-001486,2016-01,01/09/2016 23:50,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,918,ELIAS AVE,74,NA,NA,918,ELIAS,896509.9,1051551,FALSE,14
16-001524,2016-01,01/10/2016 00:01,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5067,DURANT AVE,71,NA,NA,5067,DURANT,893253.9,1039958,FALSE,14
16-001544,2016-01,01/10/2016 00:45,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1114,BIDDLE ST,62,NA,NA,1114,BIDDLE,907843.5,1020941,FALSE,14
16-001512,2016-01,01/10/2016 07:40,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4163,CLEVELAND AVE,27,NA,NA,4163,CLEVELAND,890634.4,1011751,FALSE,14
16-001550,2016-01,01/10/2016 08:20,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1601,S 18TH ST,32,NA,NA,1601,18TH,902667.2,1012891,FALSE,14
16-001539,2016-01,01/10/2016 12:11,Y,NA,NA,1,NA,182130,4,DRUGS-POSSESSION/HEROIN,200,S TUCKER BLVD,35,JUSTICE CENTER,NA,200,TUCKER,906343.9,1016785,FALSE,18
16-001557,2016-01,01/10/2016 14:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8752,LOWELL ST,74,NA,NA,8752,LOWELL,898099.2,1052202,FALSE,14
16-001567,2016-01,01/10/2016 16:01,Y,NA,NA,1,NA,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,1925,E OBEAR AVE,66,NA,NA,NA,NA,903209.7,1033402,FALSE,15
16-001577,2016-01,01/10/2016 16:45,Y,NA,NA,1,NA,182400,1,DRUGS-POSSESSION/MARIJUANA,4333,NEBRASKA AVE,17,NA,NA,4333,NEBRASKA,895360.9,999802.9,FALSE,18
16-001746,2016-01,01/10/2016 21:00,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,120,W CATALAN ST,2,NA,APT 106,120,CATALAN,886791.9,985739.5,FALSE,14
16-001756,2016-01,01/10/2016 21:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5421,VERNON AVE,49,NA,NA,5421,VERNON,884206.6,1028973,FALSE,14
16-001607,2016-01,01/10/2016 22:30,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1302,N 8TH ST,62,CAMBRIDGE HEIGHTS APARTMENTS,NA,1302,8TH,909174.6,1021833,FALSE,14
16-001619,2016-01,01/11/2016 01:00,Y,NA,NA,1,NA,182130,2,DRUGS-POSSESSION/HEROIN,0,BRANNON AVE / PERNOD AVE,14,NA,NA,NA,NA,883486.5,1005658,FALSE,18
16-001666,2016-01,01/11/2016 05:30,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,222,S 20TH ST,36,NA,NA,1915,OLIVE,903148.4,1017740,FALSE,14
16-001857,2016-01,01/11/2016 06:00,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4333,NEBRASKA AVE,17,NA,NA,4333,NEBRASKA,895360.9,999802.9,FALSE,14
16-001638,2016-01,01/11/2016 07:55,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3962,POTOMAC ST,15,NA,NA,3962,POTOMAC,890703.9,1005376,FALSE,14
16-001665,2016-01,01/11/2016 08:15,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1200,MARKET ST,36,SAINT LOUIS CITY HALL,NA,1200,MARKET,906055.1,1017127,FALSE,14
16-001689,2016-01,01/11/2016 12:30,Y,NA,NA,1,NA,182250,4,DRUGS-POSSESSION/COCAINE,3501,LEE AVE,67,NA,NA,3501,LEE,902320.5,1031195,FALSE,18
16-001686,2016-06,01/11/2016 13:03,Y,NA,NA,1,NA,183250,6,DRUGS-SALE/COCAINE,4440,GREER AVE,56,NA,4440 GREER,1915,OLIVE,894244.4,1031574,FALSE,18
16-001699,2016-01,01/11/2016 13:15,Y,NA,NA,1,NA,182370,6,DRUGS-POSSESSION/PHENCYCLIDINE,0,ADELAIDE AVE / W FLORISSANT AV,68,NA,NA,NA,NA,900102.5,1034716,FALSE,18
16-001748,2016-01,01/11/2016 13:15,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3421,GASCONADE ST,16,NA,NA,3421,GASCONADE,893709.3,1001146,FALSE,14
16-001712,2016-01,01/11/2016 13:44,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4654,MICHIGAN AVE,17,NA,NA,4654,MICHIGAN,894503.4,997314.8,FALSE,14
16-001734,2016-01,01/11/2016 16:09,Y,NA,NA,1,NA,250000,2,LOITERING-BEGGING,0,HAMPTON AVE / OAKLAND AVE,41,NA,NA,NA,NA,881147.9,1018530,FALSE,25
16-003523,2016-01,01/11/2016 17:30,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,169,E GRAND AVE,64,NA,@PROCTER & GAMBLE,169,GRAND,905851.1,1034843,FALSE,14
16-001769,2016-02,01/11/2016 18:30,Y,NA,NA,1,NA,183130,1,DRUGS-SALE/HEROIN,4347,S BROADWAY,17,PHILLIPS 66,NA,4347,BROADWAY,896495.6,998909.4,FALSE,18
16-001772,2016-01,01/11/2016 20:00,Y,NA,NA,1,NA,182130,2,DRUGS-POSSESSION/HEROIN,1027,S BOYLE AVE,39,NA,NA,1027,BOYLE,890342.4,1017722,FALSE,18
16-001776,2016-01,01/11/2016 20:41,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5200,ALCOTT AVE,72,NA,NA,5421,THEKLA,892076.8,1041657,FALSE,14
16-001792,2016-01,01/11/2016 23:30,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4851,MARGARETTA AVE,69,NA,NA,4851,MARGARETTA,892817.2,1035465,FALSE,14
16-001799,2016-01,01/12/2016 03:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,515,S VANDEVENTER AVE,39,CENTRAL CONTRACTING,NA,515,VANDEVENTER,893325.1,1018979,FALSE,14
16-001815,2016-01,01/12/2016 04:30,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7411,HALL ST,79,OLD DOMINION FREIGHT LINE,NA,7411,HALL,899241.4,1044277,FALSE,14
16-001809,2016-01,01/12/2016 08:05,Y,NA,NA,1,NA,250000,5,LOITERING-BEGGING,1000,N KINGSHIGHWAY BLVD,53,NA,NA,NA,NA,888026.3,1027561,FALSE,25
16-001823,2016-01,01/12/2016 08:45,Y,NA,NA,1,NA,182999,1,DRUGS-POSSESSION/OTHR UNSPEC DRUG,5500,S BROADWAY,1,NA,NA,NA,NA,894264.3,993598.6,FALSE,18
